Director Score ,Director Experiecne,Actor 1 Experience ,Actor 1 Score ,Actor 2 Experience ,Actor 2 Score,Actor 3 Experience ,Actor 3 score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,Class
60905622,6,18,103351181.3,3,88145346.67,1,41252428,0,12000,592,292,13716,42000000,4
95930635.86,7,22,74646101.91,1,133375846,2,79413186.5,2000,15000,745,294,16948,150000000,1
4525680,4,1,136007,1,136007,1,136007,107,576,133,45,776,4500,9
56819679.57,7,4,109891489.8,2,25414033,3,28999221.33,295,720,581,380,2630,23000000,4
26687172,1,2,299779.5,2,25414033,1,134904,138,908,581,416,3204,25000000,9
76894498,2,7,86752503,1,103028109,4,60472540,221,11000,3000,503,16325,80000000,1
653126,2,1,2601847,1,2601847,1,2601847,330,48,0,0,48,4000000,8
125908004.3,7,1,83574831,3,48646517.67,3,71975226,0,852,618,482,2975,5000000,2
119948293.3,3,3,79318709.33,3,48646517.67,1,53991137,0,852,618,588,3030,1500000,4
54239856,1,1,8373585,3,48646517.67,2,13505061,17000,883,618,159,1934,7000000,8
17156524,2,2,2595165.5,1,1987287,1,1987287,2000,268,85,25,450,50000000,8
12567396.14,7,2,19403019.5,1,26906039,1,26906039,8,844,456,341,2653,18000000,6
47272993.4,5,13,47377885.46,1,74634000,1,79568000,139,2000,883,793,4537,12000000,3
23902065,3,12,31450127.92,1,10198766,1,10198766,32,529,526,503,2393,12000000,7
59102062,7,1,10268846,1,10268846,1,10268846,57,1000,603,230,1947,35000000,7
126276498,4,6,89419943.33,1,274084951,1,274084951,0,39,23,13,87,100000000,1
39225460,2,4,28954199.75,3,15697377,1,40687294,212,15000,552,248,16249,35000000,4
79470000,3,3,29289775.67,3,15697377,3,26668448,0,845,552,308,2355,32000000,8
2961991,1,12,49418512.67,3,15697377,1,5100000,62,584,552,518,2024,7500000,8
8000000,1,1,7159147,1,7159147,1,7159147,171,382,273,143,954,3400000,8
7417210,1,12,31450127.92,2,6119059,1,1330827,0,18000,860,500,19879,7000000,8
33770028,7,1,10907291,2,6119059,2,126157309.5,23,2000,860,845,4710,28000000,7
1243961,1,1,2963012,2,1494654.5,2,4789295,17,14000,257,231,14617,22000000,8
20200,1,10,43598478.9,2,1494654.5,2,2938742.5,214,513,257,246,1269,500000,9
63248008.42,12,4,88343496.75,2,48200217.5,3,32400145,109,919,303,249,1695,55000000,5
27667947,1,4,60884949.5,2,48200217.5,3,32400145,46,368,303,249,1651,5500000,4
58203779.25,8,3,30552881,1,28031250,2,15840963.5,43,12000,585,452,13517,60000000,6
5002310,1,12,19671363.17,1,17536788,1,17536788,132,434,265,216,1183,8000000,7
103400692,1,19,71789672,1,80034302,1,80034302,198,2000,1000,387,3958,25000000,2
65721264.17,6,3,58499149.67,1,2154540,3,28282241.33,170,849,623,269,2457,45000000,8
30706329.25,4,14,76351020.57,2,50665705.5,1,21383298,310,33000,748,619,34413,15000000,6
63529136,4,25,140782475.4,2,50665705.5,2,40028171,295,12000,748,329,13421,50000000,3
31799588,2,2,787037.5,2,19388158.5,1,671240,21,186,119,112,619,7900000,9
38297305,1,22,56921748.91,2,19388158.5,1,38105077,160,330,119,72,701,40000000,5
29216386.5,2,5,33219812.8,2,71223451,1,62563543,108,40000,19000,3000,63769,53000000,3
164569324,25,25,140782475.4,2,71223451,3,147070647.3,14000,25000,19000,979,46726,66000000,3
11093554.5,2,2,44130851.5,2,5893216,2,22867251.5,350,460,372,250,1334,10000000,8
20553808.6,10,20,63772051.65,2,5893216,1,3675072,0,11000,372,167,11623,26000000,8
49727030.27,11,1,28064226,1,28064226,1,28064226,309,327,73,63,561,35000000,6
95930635.86,7,22,74646101.91,1,24985612,1,24985612,2000,26000,911,571,28328,100000000,6
92191,1,24,44844668.58,1,183662,1,183662,0,541,173,92,890,25000000,9
1477002,1,4,6611314.75,1,6109075,1,6109075,105,527,86,64,735,19430000,8
82476454.29,7,31,51583335.03,1,76806312,1,76806312,98,2000,805,71,2978,30000000,3
37480452.8,5,28,64470357.79,1,38553833,2,21362240,81,1000,416,163,1752,55000000,5
35324232,1,2,37823845,1,46875468,1,46875468,777,455,221,219,1467,30000000,4
52291747.15,13,2,41519711.5,3,111188566.3,2,84078591.5,12,49000,1000,931,53370,35000000,4
78692452.24,17,5,57259350.6,3,111188566.3,1,183405771,0,11000,1000,471,13028,85000000,1
127191395.4,7,2,196627365.5,3,111188566.3,2,64761497.5,368,2000,1000,1000,4046,120000000,1
1793737.5,2,1,2808000,1,2808000,1,2808000,4,77,28,4,109,379000,8
36964195.2,5,4,51724311.75,2,33982021.5,1,39462438,108,12000,628,175,13172,7000000,5
78692452.24,17,4,20805733,2,33982021.5,1,28501605,5,659,628,435,2646,13000000,6
86390452.4,10,9,70579315.78,1,217326336,2,120666531,25,1000,718,639,2847,60000000,1
19170001,1,3,22447677.67,1,15171475,2,40364732,85,1000,855,514,2777,8500000,7
104077,1,3,24163771,1,143000,1,143000,26,487,298,236,1495,5000000,9
49216905.75,4,1,53146000,2,29929120.5,5,58638277.8,154,1000,816,497,3174,20000000,4
24252967.22,9,1,6712241,2,29929120.5,3,56779737,194,1000,816,602,3858,7500000,8
56819679.57,7,7,116945881.3,1,28995450,1,28995450,24,287,175,167,855,35000000,6
20422207,1,5,25973979.8,4,20080758.25,1,2869369,0,1000,970,385,2612,30000000,8
44032714.75,8,3,67661937.67,4,20080758.25,3,50405327.33,17000,10000,970,638,11895,13800000,4
47027413,4,8,51329144.5,4,20080758.25,3,55462563.67,188,2000,970,693,4277,3000000,6
34822345,3,1,529766,4,20080758.25,4,14785340.5,39,12000,970,642,14889,7000000,9
78962929,6,5,60108708.4,4,35692866.25,6,62974544.17,43,2000,1000,655,5942,33000000,4
63120914.25,4,5,30205967.4,4,35692866.25,3,65742598.33,323,1000,1000,794,4223,15000000,4
55498651,4,14,60449168.57,4,35692866.25,2,53399922,260,1000,1000,441,3969,40000000,5
10919549,3,7,83869470,4,35692866.25,3,19453196,71,22000,1000,658,24382,500000,9
2300000,1,2,4796907,1,4234040,1,4234040,18,20,18,9,64,20000000,8
233103,1,4,16052350,1,653621,1,653621,13,373,334,218,1136,2000000,9
127144,1,20,63772051.65,1,203134,1,203134,45,5,2,0,7,250000,9
61465720,4,19,74436746.21,5,149473513.7,4,52227268,0,13000,13000,559,27911,16000000,4
6654462,2,3,22360830.67,5,149473513.7,1,44566004,0,19000,13000,11,32015,4000000,4
50461335,1,11,68036095.55,5,149473513.7,1,75590286,181,15000,13000,11,28011,23600000,3
237282182,1,4,109891489.8,5,149473513.7,4,184573583.8,4000,19000,13000,591,32921,175000000,1
216080773.3,12,2,199737599,5,149473513.7,4,184573583.8,4000,19000,13000,591,32921,175000000,1
19422620.5,2,4,10346066.25,1,2975649,1,2975649,108,876,142,135,1518,30000000,8
30878118,3,3,46182297.67,1,10539414,1,10539414,39,13000,541,364,14619,47000000,7
226653447,8,20,87187660.05,2,197017721,3,175649663.3,0,5000,857,416,6434,94000000,1
12033772.33,3,3,19468488.67,2,197017721,1,17016190,64,1000,857,363,2567,12000000,7
62514475.5,4,22,55336343.86,1,67128202,4,47245470.75,99,12000,536,433,14007,65000000,3
74148718.14,7,14,57567463.43,3,40806016.33,2,65421416.5,71,12000,2000,982,16481,50000000,7
41885826.83,6,18,47298173.67,3,40806016.33,2,104536833,93,11000,2000,878,17109,60000000,3
57646484.75,4,5,39628042.6,3,40806016.33,4,47703520,308,10000,2000,913,15369,42000000,5
125237609.3,4,8,108569644.9,1,107503316,1,107503316,0,986,745,413,2530,130000000,1
58783243.5,4,7,67391998.86,1,76270454,1,76270454,0,22000,371,188,22767,25000000,3
164569324,25,2,38217265,1,75604320,1,75604320,94,277,245,240,847,54000000,3
223197363.9,7,11,83614541.91,1,184925485,1,184925485,0,82,47,31,229,2000000,1
166764467.8,4,10,43598478.9,1,162495848,1,162495848,5,870,861,726,5217,74000000,1
505295,1,1,1110186,1,1110186,1,1110186,16,717,517,489,1730,12800000,8
80825554.27,11,10,42029674.3,1,183436380,1,183436380,0,10000,1000,751,13159,29000000,1
4239767,1,1,4710455,5,113971774.2,2,18421142.5,6000,23000,713,422,24263,24000000,8
14664905.73,11,1,74787599,5,113971774.2,2,101543799.5,0,769,713,252,1936,30000000,3
185720634,4,1,166225040,5,113971774.2,3,197925465,116,22000,713,708,24286,55000000,1
113700023.7,3,8,173449028.3,5,113971774.2,3,197925465,116,22000,713,708,24938,80000000,1
30732667.25,4,1,148383780,5,113971774.2,3,197925465,80,22000,713,708,24082,100000000,1
12567396.14,7,9,99404221.67,1,41300105,1,41300105,500,1000,559,555,3261,19800000,4
36762906.57,7,28,64470357.79,1,16779636,3,14884833.33,710,497,347,258,1805,28000000,7
15519841,1,8,70075808,4,40997407.25,1,20400913,29,2000,461,322,3855,45000000,6
71588220,1,2,21836046.5,4,40997407.25,1,25078937,16000,18000,461,229,19689,30000000,6
17517536.5,2,6,48248804.67,4,40997407.25,3,7231171.667,38,730,461,91,1405,6500000,7
75526093,5,4,48706387.75,4,40997407.25,3,56919155.33,176,531,461,460,2203,30000000,1
1500000,1,15,55181255.6,4,13883691.5,2,28533272,18000,18000,5000,286,23689,23000000,8
58056291.33,6,3,16488933.33,4,13883691.5,1,25900000,0,12000,5000,886,18793,58000000,6
34931729.8,15,1,9929000,4,13883691.5,5,86605636.2,0,22000,5000,1000,29475,15000000,8
41059883,2,26,58934241.92,4,13883691.5,5,44399296.2,0,12000,5000,805,21130,50000000,7
207183190.6,5,6,50017033,1,124870275,1,124870275,97,622,526,56,1227,100000000,1
47977634.31,13,42,42849117.6,1,4700361,1,4700361,35,4000,849,473,6617,5000000,8
19305243.8,5,1,62933793,1,62933793,1,62933793,30,742,360,318,2341,20000000,3
81324159,5,1,30659817,1,30659817,1,30659817,31,390,311,110,1006,26000000,5
13998282,2,31,51583335.03,2,24660903.5,1,33583175,66,2000,904,816,5628,10000000,5
16228707.53,19,5,12105293,2,24660903.5,1,15738632,11,11000,904,867,14536,42000000,7
3830,1,1,4063,1,4063,1,4063,55,223,11,5,242,4000000,9
43935476.25,4,2,96380481.5,2,51237048.5,1,42345531,545,14000,1000,974,17913,65000000,4
70712991.89,9,17,62198271.18,2,51237048.5,2,37461235,545,14000,1000,529,16098,60000000,3
33770028,7,2,19379936.5,1,25977365,1,25977365,71,14000,439,313,15428,28000000,6
5559985,2,3,43783893,3,22349625.33,2,79413186.5,670,6000,450,294,7654,50000000,6
52291747.15,13,3,21588044.33,3,22349625.33,1,41523271,272,13000,450,193,13934,80000000,4
31439603.29,7,24,48610758.46,3,22349625.33,2,6556869,272,736,450,70,1403,14000000,9
145933294.5,4,8,46276243.25,2,88871497,1,64736114,50,886,799,537,2682,120000000,3
78844291.33,6,3,45809486.33,2,88871497,3,91537004.33,163,14000,799,650,16884,56000000,1
54632879.25,4,24,112693921.4,12,74781870.93,1,120523073,16000,13000,11000,11000,36741,75000000,1
67583511.33,3,8,33466025.13,12,74781870.93,4,93933656.5,750,49000,11000,988,62644,135000000,3
73776455,2,6,89419943.33,12,74781870.93,2,20688667,0,13000,11000,1000,27797,25000000,7
73773803.25,4,6,38128393.83,12,74781870.93,2,26506299.5,102,12000,11000,551,23950,90000000,4
66365476.13,8,18,78167136.22,12,74781870.93,2,30093107,0,26000,11000,1000,39175,6000000,5
63248008.42,12,16,68169648.75,12,74781870.93,2,30093107,0,26000,11000,1000,39175,6000000,5
207183190.6,5,3,139972288.7,12,74781870.93,4,35927784.25,563,24000,11000,8000,43917,34000000,3
52937130,1,36,91783206.47,12,74781870.93,4,79187739,1000,24000,11000,681,36093,37000000,3
70712991.89,9,16,68169648.75,12,74781870.93,1,202351611,395,17000,11000,1000,32392,190000000,1
32477269.5,2,9,77142013.11,12,74781870.93,1,42877165,79,11000,11000,2000,26088,86000000,4
86390452.4,10,12,41981311,12,74781870.93,5,54639859,21000,11000,11000,360,22678,33000000,1
119046932.8,8,19,137619039.4,12,74781870.93,3,122293894.3,96,24000,11000,8000,46120,130000000,1
36497,1,20,57424035.85,1,53481,3,14831174.67,53,954,551,463,2512,8000000,9
1070520,3,4,26409863,1,3885134,1,3885134,244,538,363,244,1349,2000000,8
51203786.86,7,1,20991497,3,14956766.75,1,20991497,488,15000,14000,13000,44037,37000000,6
55768137.83,6,12,36415043.33,3,14956766.75,3,55438718.67,11,15000,14000,1000,33153,15000000,8
6531491,1,14,122040217.6,3,14956766.75,1,11434867,49,24000,14000,10000,51355,6000000,7
87173364.5,6,9,48080572.89,1,22359293,2,12686917,12,1000,409,373,2056,29000000,6
38015328.14,6,1,11614236,3,25317403.33,5,75108519,745,12000,821,745,15209,15000000,7
58203779.25,8,9,34189179.78,3,25317403.33,2,53274772.5,246,26000,821,751,29551,30000000,4
143649106.5,8,5,43796556.2,3,25317403.33,4,102371187.8,88,957,821,812,4629,21500000,6
94417048.25,8,3,76445910.67,1,45996718,1,45996718,181,33000,301,300,34738,60000000,4
21900028.47,15,16,49811301.44,1,9203192,1,9203192,0,11000,106,84,11328,5000000,8
72543215.79,19,11,69926981.45,2,11627640.5,1,13596911,101,2000,509,443,3734,70000000,7
40164921,4,4,28954199.75,1,50024083,2,34495827,14,789,520,488,2318,60000000,4
13684949,1,6,6319410.667,3,20213739.67,2,53689099.5,0,304,286,253,861,20000000,7
3739257.333,3,1,4186931,3,20213739.67,1,4186931,132,400,286,225,1330,250000,8
35057332,1,2,50386963,3,20213739.67,1,38372662,456,422,286,241,1083,28000000,5
48813342.33,3,4,48706387.75,1,53302314,1,53302314,70,1000,847,591,3345,23000000,4
33994782,2,3,30613797.33,5,96395865.8,1,11854694,12,11000,3000,946,17560,31000000,7
113569517.8,5,26,70791394.65,5,96395865.8,2,51442707,40,14000,3000,311,17925,45000000,1
79026956.5,4,2,102763633.5,5,96395865.8,1,202007640,208,12000,3000,591,15972,98000000,1
49644399,5,21,125805463.8,5,96395865.8,1,102176165,357,5000,3000,595,9131,145000000,1
74109629.57,7,4,40968672.75,5,96395865.8,3,30408097.67,7,14000,3000,691,18795,42000000,3
11013863,2,2,8266972.5,2,5953956,1,11533945,108,173,148,103,563,2000000,7
3647069,2,4,9791655.75,2,5953956,2,301245.5,122,210,148,83,469,1500000,9
46142843.2,5,6,48248804.67,1,53884821,1,53884821,24,235,119,113,799,5000000,4
37708562.5,2,1,54257433,1,54257433,1,54257433,174,619,350,2,971,17000000,4
104729952.7,6,22,55336343.86,1,17593391,3,18763575.33,0,766,674,582,4346,80000000,7
89701574.5,6,1,4414535,2,4414535,2,4414535,0,597,591,401,1645,18000000,8
158763032.4,5,10,42029674.3,2,4414535,2,4414535,0,597,591,401,1645,18000000,8
41343224.1,10,2,18950984.5,1,19693891,3,72845605,19,973,954,505,3344,34000000,7
45891239.67,3,14,60449168.57,2,16668564,2,25749679.5,11000,905,484,451,2348,45000000,6
27513932.33,3,28,68430484.25,2,16668564,3,34559786,0,555,484,405,1752,6000000,7
171634041.3,13,19,105641206.8,1,62647540,1,62647540,0,15000,383,210,15850,70000000,3
2353728,1,1,85222,1,85222,1,85222,16,86,23,16,163,1100,9
19638493.8,5,3,14188212.67,1,110536,1,110536,56,126,76,56,284,40000,9
32402610,4,12,46786071.92,1,25556065,1,25556065,0,19000,128,105,19359,23000000,6
22846909,2,2,45904651,1,3151130,1,3151130,0,898,657,216,2103,230000,8
271700394.2,5,14,122040217.6,2,44858675,1,38400000,0,2000,663,255,3582,6500000,5
71011965.86,7,24,44844668.58,2,44858675,1,51317350,357,2000,663,40,2710,57000000,4
25755994.5,2,13,47377885.46,2,8177462,1,4142507,0,472,324,51,858,3000000,8
7739049,1,4,48706387.75,2,8177462,3,26668448,164,436,324,308,1172,15000000,7
4063,1,1,4091,1,4091,1,4091,0,324,15,11,369,34000000,9
141592451.8,8,19,71789672,5,20364844,2,32371059,0,989,888,244,2365,17000000,7
144375103,3,15,55181255.6,5,20364844,1,11501093,0,901,888,795,3913,13000000,7
32983713,1,4,38819734,5,20364844,1,36833473,20,5000,888,872,7945,25000000,5
37566230,1,4,8215135.5,5,20364844,2,13930863,253,3000,889,637,5580,75000000,8
14294842,1,1,31768374,5,20364844,1,31768374,49,1000,888,429,3313,27000000,5
11787269.5,2,13,69471662,1,4835968,2,37666385,18,3000,545,443,4123,40000000,8
84656146,4,11,64944704,1,219613391,2,152749103,84,1000,1000,1000,5227,75000000,1
41483812.75,4,6,118162566.3,1,61693523,1,61693523,36,3000,3000,579,7833,13000000,3
19281235,1,1,5600000,1,5600000,1,5600000,350,8000,115,77,8349,47000000,8
49413,1,1,73548,2,8834902,1,73548,129,14000,1000,1000,18639,15000000,9
21784432,1,26,94986586.58,2,8834902,1,17596256,16,3000,1000,734,6327,35000000,7
31439603.29,7,24,48610758.46,1,30157016,2,15088617,541,12000,405,384,12993,70000000,5
65721264.17,6,9,67751452.11,1,63411478,1,63411478,124,152,142,100,568,39000000,3
795126,1,2,2117660,1,1141829,1,1141829,52,80,67,36,209,700000,8
34931729.8,15,6,26531301.83,1,12870569,1,12870569,33,789,640,67,1671,56000000,7
78692452.24,17,15,55181255.6,4,17650452.5,2,26956720.5,260,9000,844,592,11736,4500000,5
279282,1,1,568695,4,17650452.5,2,4197257.5,12,2000,844,710,3921,8000000,9
13622333,1,1,17951431,4,17650452.5,2,9277687,12,962,844,595,4239,30000000,7
32931217.29,7,7,25096096.57,4,17650452.5,3,18481825,729,1000,844,622,3798,12000000,7
48361246.29,7,17,72775089.94,6,100383570.5,2,91512892.5,295,10000,981,466,12068,120000000,1
20566327,1,6,42063537.83,6,100383570.5,3,17314225.67,41,11000,982,541,14028,75000000,5
126805112,1,16,68169648.75,6,100383570.5,4,50513597.25,0,18000,984,874,20952,31000000,2
147155238.5,11,9,99404221.67,6,100383570.5,1,228756232,14000,19000,981,928,21411,190000000,1
17569852.5,2,2,16944129.5,6,100383570.5,1,23393765,19,15000,989,942,18760,20000000,6
86390452.4,10,26,58934241.92,6,100383570.5,1,81593527,155,23000,984,249,24300,40000000,2
17170880.75,4,1,89808372,6,73023246.17,1,89808372,0,934,655,643,3500,45000000,2
42442088,2,9,43064507.11,6,73023246.17,1,44450000,0,664,655,186,2010,27000000,4
50084026.7,10,1,52929168,6,73023246.17,1,52929168,36,886,655,633,3280,11000000,4
120618403,1,3,44263187.67,6,73023246.17,5,58638277.8,31,11000,655,497,12556,68000000,1
129454717.5,16,24,62428649.96,6,73023246.17,3,43448475.67,2000,680,655,537,2523,88000000,3
65277864.75,4,1,70836296,6,73023246.17,1,70836296,101,700,655,398,2842,40000000,3
77135179.6,5,18,78167136.22,2,22601505.5,1,36200000,750,794,531,60,1529,12305523,5
63677895,2,28,68430484.25,2,22601505.5,1,9003011,750,745,531,41,1396,2000000,8
19305243.8,5,15,112215589.6,9,50481856.89,2,13638508,19,15000,13000,619,30134,20000000,8
32402610,4,24,112693921.4,9,50481856.89,1,13750556,436,23000,13000,6000,49433,65000000,7
65670602.25,16,9,34189179.78,9,50481856.89,5,80567945.2,0,14000,13000,10000,39319,93000000,3
50150619,1,18,103351181.3,9,50481856.89,1,40932372,380,18000,13000,774,32563,70000000,4
70875635.17,6,29,90807581.55,9,50481856.89,3,95347150,0,18000,13000,963,33645,75000000,2
34837036,5,6,9770846.167,9,50481856.89,1,34636443,17,87000,13000,759,103354,52000000,5
57776561.78,9,1,81350242,9,50481856.89,1,81350242,323,25000,13000,541,40585,28000000,2
16040010,2,19,71789672,9,50481856.89,3,56919155.33,105,24000,13000,460,38227,60000000,4
28074500,2,1,66468315,9,50481856.89,1,66468315,0,23000,13000,502,37387,30000000,3
5881504,1,5,13258906,1,5501940,3,11092408.67,101,918,653,471,2334,13500000,8
69691679,3,15,59253169.2,1,49551662,1,49551662,1000,309,284,165,921,130000000,4
90284627.44,9,1,125320003,2,147512795,4,93933656.5,368,23000,3000,988,27468,200000000,1
65239433.33,6,2,100109763.5,2,147512795,1,169705587,150,15000,3000,2000,23227,25000000,1
38635832.17,6,1,81200000,1,81200000,2,59659741.5,37,801,760,542,3113,4500000,2
4542775,1,2,5036958,2,6740788.5,1,8596914,0,697,394,221,1517,6000000,8
34466990.67,3,16,49811301.44,2,6740788.5,3,62161554.33,365,425,394,225,1661,12000000,8
106199815.1,10,18,73476919.39,1,117235247,3,65742598.33,80,13000,1000,794,16094,960000,1
4181400.5,2,2,16701081.5,1,2222647,1,2222647,0,63,43,16,167,12000000,8
32721635,2,3,34752677.67,1,43100000,4,63332665,43,742,462,244,2127,9500000,4
65424940,4,2,199980183.5,3,36477837.67,2,162362578.5,13000,13000,683,461,15111,24000000,3
2833383,1,2,21302475,3,36477837.67,4,14785340.5,0,22000,683,642,24719,30000000,8
64645136.6,5,6,48248804.67,3,36477837.67,3,17357261.33,6,711,683,584,2913,40000000,5
1290519.5,2,5,12105293,1,9639242,2,17321157,41,2000,1000,847,5470,24000000,8
16184070,2,4,109891489.8,1,1134049,1,1134049,90,168,142,65,408,2000000,8
1127331,1,1,3895664,1,3895664,1,3895664,82,809,447,269,1858,5300000,8
4814244,1,2,6784929,1,8888355,3,18033545.33,9,997,941,826,3177,20000000,8
114096341.5,2,2,30921601.5,1,186354,4,30736920.75,776,25000,463,256,26176,13500000,9
6923891,1,3,30613797.33,1,3386698,4,40358813.75,122,22000,472,458,23461,1000000,8
80108003,8,10,42029674.3,1,36665854,1,36665854,118,877,738,674,3432,40000000,5
30652622,4,5,25973979.8,3,27069701.67,1,20981633,251,826,716,296,2351,30000000,6
73496139.42,12,17,72775089.94,3,27069701.67,1,46978995,0,3000,716,648,5505,160000000,4
29623015.67,3,1,13248477,3,27069701.67,1,13248477,22,14000,716,355,15790,27000000,7
14095303,1,2,14475290.5,1,12701880,1,12701880,12,354,173,23,568,15000000,7
19087997.33,3,1,30691439,1,30691439,2,81959893.5,192,1000,915,844,3185,35000000,5
9123834,1,2,12388980.5,3,19209224,1,14334645,6,22000,829,353,23352,25000000,7
9928054.5,2,20,87187660.05,3,19209224,1,18500966,110,14000,829,277,15271,30000000,7
46309696.33,3,22,74646101.91,3,19209224,1,24792061,655,24000,829,88,25092,6500000,6
8687778.5,2,2,68660856,1,17382982,1,17382982,23,1000,694,467,2840,5000000,7
90817089.14,7,6,59395169,1,137340146,2,76066462.5,153,11000,1000,233,12700,70000000,1
6026908,1,2,13391408,2,17004271,1,25472967,179,794,329,87,1467,30000000,6
45423646.75,4,1,8535575,2,17004271,1,8535575,529,11000,329,83,11519,30000000,8
38174620.8,5,3,77007340.33,4,34221129.5,1,31990064,14,733,558,376,2753,12000000,5
31532894.5,2,9,57047206,4,34221129.5,3,34964818,456,20000,548,394,21393,150000000,5
35000629,1,4,21747191,4,34221129.5,3,34964818,456,20000,548,394,21393,150000000,5
21900028.47,15,9,57047206,4,34221129.5,3,34964818,456,20000,559,394,21404,150000000,5
41343224.1,10,15,30483265,1,57859105,1,57859105,0,332,285,178,1090,26000000,4
63396341.4,5,12,31450127.92,1,150056505,3,108439447.3,89,920,798,329,2771,18000000,1
28501605,1,1,55747724,2,36536234,3,92688878.67,39,1000,591,562,3104,55000000,4
26447237.5,4,28,68430484.25,2,36536234,5,22678916,80,806,591,585,3211,28000000,7
